gene_name,log2FoldChange,pvalue
ITM2B,0.007582077,0.936774086
LINC00441,-0.069189692,0.972840132
RB1,0.230829927,0.071882623
PCNPP5,1.346781724,0.398405058
LPAR6,-0.514805533,0.405813289
RCBTB2,-0.457656514,0.21862285
AL157813.1,0.071204391,0.972020752
CYSLTR2,0.203737656,0.900108609
PSME2P2,-0.203011573,0.879767927
AL161421.1,-0.315225818,0.876709146
FNDC3A,0.38110246,4.93341E-05
COX7CP1,0.473830516,0.205238771
OGFOD1P1,0.274979447,0.892363013
CDADC1,-0.688316949,0.439216331
CAB39L,0.226623925,0.442960432
SETDB2,-0.025505591,0.903326151
SNRPGP14,0.335998372,0.868598187
PHF11,0.164752034,0.86663261
RCBTB1,0.37848115,0.00888019
ARL11,-0.763565497,0.700937665
EBPL,0.148692516,0.65713242
KPNA3,0.226476379,0.014743974
CTAGE10P,0.215013061,0.915759271
SPRYD7,0.140890512,0.609192718
DLEU2,-0.378913333,0.016353615
TRIM13,-0.373333354,0.104189949
KCNRG,-0.081406133,0.954702702
DLEU1,0.353195754,0.15089665
ST13P4,0.350130108,0.857666646
RPL34P26,-0.033598826,0.986807698
DLEU7,1.44691876,0.27619989
DLEU7-AS1,0.111885859,0.956091396
RNASEH2B-AS1,-0.391900937,0.847087598
RNASEH2B,0.006910674,0.968032281
GUCY1B2,-0.392478754,0.84688509
C13orf42,0.267621165,0.895201383
FAM124A,0.124870855,0.95101462
SERPINE3,-0.10082339,0.960410446
INTS6,0.255126518,0.070194696
INTS6-AS1,0.233201096,0.884693954
RPS4XP16,0.090788386,0.961820888
WDFY2,0.683613987,2.38387E-05
ATP5F1P1,0.212681362,0.916638018
DHRS12,0.44656523,0.241038492
AL162377.1,0.030372767,0.988077089
LINC00282,0.571165552,0.763890886
CTAGE3P,0.521837016,0.788152835
ATP7B,0.8541465,0.001073443
FABP5P2,-0.758355595,0.338020534
ALG11,0.30180213,0.124208551
UTP14C,0.102299913,0.622308314
NEK5,0.67419128,0.03017208
AL139082.1,-0.032750924,0.987134275
NEK3,0.628904955,0.086434263
MRPS31P5,-0.369118675,0.692111797
AL158066.1,-0.333660063,0.682655911
TPTE2P2,0.173540973,0.931946803
THSD1,-0.088070958,0.965444942
VPS36,0.495521989,6.71182E-05
AL359513.1,-0.021738552,0.991465191
CKAP2,-0.000212899,0.999047784
AL137058.1,0.071204391,0.972020752
TPTE2P3,0.002881378,0.998868821
AL137058.2,-0.296025873,0.746939058
MRPS31P4,-0.190129466,0.861929092
HNRNPA1L2,1.65610012,3.15662E-07
AL139089.1,-0.268639011,0.894850775
SUGT1,-0.286598864,0.151972803
CNMD,0.036222574,0.985778855
PCDH8,0.217915562,0.914590905
OLFM4,0.085684197,0.96633496
LINC01065,0.081387147,0.968022091
AL136359.1,0.081387147,0.968022091
AL450423.1,-0.810312793,0.632094234
LINC00458,0.251805284,0.901345317
RPL13AP25,-0.409032019,0.068692549
AL390964.1,-0.01063379,0.995824768
LINC02335,0.077765823,0.969472028
AL354821.1,-0.045533467,0.982125103
PRR20C,0.169449543,0.933490521
SLC25A5P4,0.03711659,0.985424069
PCDH17,-1.205441198,0.000127312
LINC02338,-0.039418355,0.984515997
CTAGE16P,0.161511366,0.936649405
DIAPH3,0.13356071,0.456242694
DIAPH3-AS1,0.071204391,0.972020752
DIAPH3-AS2,0.085684197,0.96633496
LINC00434,-0.08537865,0.966484038
TARDBPP2,1.393108078,0.49260925
TDRD3,-0.082837609,0.690468953
EIF4A1P6,0.747198703,0.688448509
LINC01442,-0.218488463,0.914359279
PCDH20,-0.590640646,0.740133407
AL592490.1,-0.590640646,0.740133407
LINC00358,0.085684197,0.96633496
AL354810.1,-0.352724135,0.862132954
LINC00376,0.087439796,0.965670764
OR7E156P,-0.020691235,0.99187085
PPP1R2P10,-0.023971672,0.990579639
AL445238.1,-0.485415326,0.703143709
LGMNP1,-0.435658171,0.76050041
HNRNPA3P5,1.754961763,0.216270621
PCDH9,-0.348163057,0.153059969
PCDH9-AS2,0.157775714,0.938061829
RPSAP53,0.041886512,0.981706724
LINC02342,-0.122535258,0.951887566
ZDHHC20P4,0.315394733,0.452951377
LINC00383,0.050363171,0.980224186
KLHL1,-0.664573051,0.354877039
LINC00348,-0.620760138,0.240793246
RABEPKP1,-0.020691235,0.99187085
DACH1,-0.641147979,6.41724E-07
H3F3BP1,-0.430499958,0.274155693
MZT1,-0.964682892,8.21646E-09
BORA,-0.613224303,1.84923E-05
DIS3,0.091139608,0.640655684
PIBF1,0.019088421,0.907408139
PSMD10P3,0.425850577,0.834077621
KLF5,-0.236575351,0.35096569
FABP5P1,-0.249293879,0.822326977
LINC00393,1.047327422,0.37435807
KLF12,0.259885294,0.060959922
AL159972.1,0.157775714,0.938061829
LINC00402,0.211709682,0.916978326
LINC00381,-0.04302937,0.983097687
AL355390.2,0.265125074,0.896147545
CTAGE11P,-0.010990305,0.995686045
TBC1D4,0.644707454,3.58961E-06
AL139230.1,0.064193326,0.97477968
COMMD6,-0.925221696,0.000427571
UCHL3,-0.062269064,0.765416027
AL137782.1,0.446333773,0.000133068
LMO7-AS1,-0.022011704,0.991356937
LMO7,0.964741825,1.98563E-12
AL137244.1,0.085684197,0.96633496
KCTD12,-0.641307269,0.389609723
ACOD1,0.081387147,0.968022091
RPL7P44,0.077477867,0.969563343
DHX9P1,0.316304044,0.083238177
CLN5,-0.478949832,0.378310096
AC001226.2,-0.544606582,0.28086498
FBXL3,-0.821174031,4.41281E-11
MYCBP2-AS1,-0.100042701,0.960743542
MYCBP2,0.504751759,7.83823E-09
MYCBP2-AS2,0.294430421,0.884726444
SCEL,-0.838086693,0.453330822
SPTLC1P5,0.234747405,0.907968202
SLAIN1,0.1595626,0.506744348
EDNRB-AS1,-0.149396269,0.941373233
EDNRB,-0.618270903,0.014966673
RNF219-AS1,0.806210592,0.182014068
AL139002.1,-0.34618535,0.861972146
LINC00446,0.153392037,0.939791326
POU4F1,0.020682514,0.991876642
RNF219,-0.164506511,0.297217049
RPL21P111,-0.225893044,0.911425108
HSPD1P8,-0.10204239,0.959933124
CCT5P2,0.525849199,0.206542725
NIPA2P5,0.081387147,0.968022091
RBM26,0.098481743,0.287066489
RBM26-AS1,-1.059730039,0.41186353
NDFIP2-AS1,0.241547508,0.905315568
NDFIP2,-0.13650831,0.268904413
LINC01068,0.384424836,0.849958863
LINC01038,0.081387147,0.968022091
LINC00382,0.048964952,0.980890216
AL158064.1,0.165583255,0.935035067
SPRY2,0.047363181,0.959773447
PTMAP5,0.451792617,0.024058053
AL512782.1,0.149407365,0.941340119
SLITRK1,0.071204391,0.972020752
MTND5P3,0.081387147,0.968022091
LINC00375,0.085684197,0.96633496
LINC00351,-0.07760435,0.969527905
SLITRK6,0.530444486,0.186931156
MOB1AP1,-0.132322167,0.948082362
AL354994.1,0.309431423,0.453083768
DDX6P2,0.040157992,0.968343797
MIR4500HG,0.255524214,0.899929612
SLITRK5,0.336309682,0.868550494
AL354896.1,0.029722956,0.988324964
SP3P,-0.193933746,0.91914074
LINC01040,0.071204391,0.972020752
PEX12P1,0.081387147,0.968022091
FAR1P1,-0.028411955,0.988089375
KRT18P27,0.212752777,0.72970663
LINC01049,-0.043751362,0.98281911
LINC00410,-0.225893044,0.911425108
LINC00380,0.056029444,0.977991144
LINC00379,0.751527846,0.583523575
MIR17HG,-0.883662289,0.005678205
GPC5,-0.223444261,0.676632373
AL157815.1,0.071204391,0.972020752
AL159152.1,-0.408138519,0.747679539
GPC5-IT1,-0.1527845,0.79179103
GPC5-AS1,-0.011475232,0.995494649
AL354811.1,0.288447481,0.887052037
GPC6,0.207053151,0.153116304
GPC6-AS1,-0.02432812,0.990439294
DCT,-1.767891514,0.143838808
TGDS,-0.258480185,0.2643309
GPR180,-0.870979242,5.81945E-06
SOX21,-0.027880932,0.989050393
SOX21-AS1,0.216813628,0.914983117
BRD7P5,0.8139389,0.681198602
LINC00557,0.071204391,0.972020752
ABCC4,1.185796801,4.1124E-07
CLDN10,0.992843896,0.017177476
CLDN10-AS1,0.265546273,0.895978974
DZIP1,0.450654563,0.002264618
DNAJC3-AS1,0.821620659,0.598087255
DNAJC3,0.08461555,0.562462387
MTND5P2,0.349616467,0.863326259
AL138955.1,-0.096914199,0.961938736
UGGT2,0.294689006,6.9125E-05
HMGN1P24,-0.358010402,0.860089094
HS6ST3,0.459040894,0.024958712
AMMECR1LP1,-0.018638801,0.992679077
HSP90AB6P,0.145336718,0.942952622
TULP3P1,0.136557279,0.946400197
OXGR1,0.074705516,0.962310149
LINC00456,0.224825317,0.911840602
MBNL2,0.207109546,0.08492123
RAP2A,-0.508649468,0.000107686
AL442067.1,-0.023971672,0.990579639
AL442067.2,-0.307481505,0.879713439
AL356580.1,0.071204391,0.972020752
IPO5,-0.303235553,0.03479366
FARP1,1.338111079,4.6486E-49
AL445223.1,0.079959238,0.968620678
STK24,0.954007073,1.03005E-11
STK24-AS1,-0.138228853,0.945774735
CALM2P4,0.55575783,0.680508452
SLC15A1,0.802807237,0.37082541
DOCK9,0.687889925,7.7922E-18
RPL7L1P12,0.523200848,0.79679808
DOCK9-AS2,-0.281525612,0.889816507
GAPDHP22,-0.023971672,0.990579639
UBAC2-AS1,-0.520075095,0.79112218
UBAC2,0.514385885,2.25133E-10
H2AFZP3,0.934427907,0.100349035
GPR183,-0.207755652,0.918508176
HMGB3P4,0.243263943,0.90468984
LINC01232,-0.023991962,0.990580759
AL139035.1,-0.037553724,0.985258112
LINC00449,0.091467699,0.964088396
TM9SF2,0.483423622,2.12075E-08
LINC01039,-0.02432812,0.990439294
CLYBL,1.040764451,1.53665E-05
ZIC5,0.085684197,0.96633496
ZIC2,-0.218632604,0.914259612
MIR342,0.343297735,0.86580783
MIR6764,-0.021606856,0.991513572
MIR345,0.085684197,0.96633496
SNORD114-3,-0.092805294,0.963562272
SNORD114-14,-0.352724135,0.862132954
U3,-0.254160827,0.900491882
MIR1247,0.063327172,0.97512046
RN7SL472P,0.128675794,0.949500645
RN7SL546P,-0.564246186,0.74058197
RNU6-1316P,0.085684197,0.96633496
SNORA28,-2.620327112,3.24639E-12
RNU4-68P,-0.020819745,0.991820281
RN7SL634P,-0.111379142,0.956262492
MIR203A,-0.045214381,0.982361525
MIR4710,-0.146113722,0.942671309
MIR6765,0.215115303,0.915650356
SNORA79B,-2.000109374,5.2456E-22
SNORD126,-2.088137986,2.56917E-15
RPPH1,-2.518028313,9.04135E-08
Y_RNA,-0.386666152,0.832997294
MIR6717,-0.012326667,0.995157574
SNORD9,-2.028755569,4.49031E-08
SNORD8,-2.197691406,1.89917E-15
RN7SL650P,0.136431619,0.94643549
SNORD41,0.071204391,0.972020752
Y_RNA,-0.190586948,0.925244731
MIR4707,-0.110828585,0.956509286
MIR624,0.165974466,0.934851074
Y_RNA,-0.214193807,0.916053564
Y_RNA,-0.561927687,0.782434265
RNU6-7,-0.977240862,6.72347E-06
RNU6-8,-0.965723527,8.01135E-06
RNU1-27P,-2.101638298,5.46245E-06
RNU1-28P,-2.101739715,5.45831E-06
Y_RNA,-0.490573166,0.731023895
SNORD58,-0.023512236,0.990760522
SNORD127,-2.208797409,2.10693E-13
RN7SL1,-2.176577837,1.97415E-05
Y_RNA,-0.02432812,0.990439294
Y_RNA,0.316714736,0.876091256
RN7SL3,-1.594992527,5.23879E-06
RN7SL2,-2.068159422,4.05599E-06
RNU6-189P,-0.01686698,0.993375214
Metazoa_SRP,0.081387147,0.968022091
RN7SKP193,-0.46112063,0.820481561
Y_RNA,-0.022091509,0.9913228
Y_RNA,0.152773474,0.940059181
RN7SL452P,0.073529172,0.9711137
SNORA70,-0.218632604,0.914259612
MIR5580,-0.327919393,0.871781891
Metazoa_SRP,-0.194655032,0.923651587
Y_RNA,-0.066763732,0.973788024
RN7SL598P,0.071204391,0.972020752
RNU6-341P,-0.225893044,0.911425108
Y_RNA,-0.065188293,0.974411648
RNU2-14P,0.38959474,0.847961367
MIR625,-0.10752369,0.957781954
Y_RNA,-0.15228147,0.940279656
RN7SL213P,0.157775714,0.938061829
Y_RNA,0.238636457,0.906450999
RNU2-51P,-0.623125565,0.759177166
RN7SL683P,0.042899793,0.983150032
MIR4709,-1.055106375,0.258399252
RNU4ATAC14P,-0.330649621,0.870698417
MIR7641-2,-0.153926411,0.939634052
SNORA46,0.052232632,0.979487777
RN7SL587P,-0.213261321,0.916440133
SNORA79,-1.857224785,8.31635E-05
Metazoa_SRP,0.085684197,0.96633496
RNU6ATAC28P,-0.172936494,0.932149547
Y_RNA,0.085684197,0.96633496
RN7SKP107,-0.331302451,0.870424932
RN7SKP255,-2.015909228,4.91747E-12
SNORA11B,-1.317747706,0.46408097
SCARNA13,-1.917223534,1.20452E-14
RNU2-33P,-0.953109932,0.441001313
Y_RNA,-1.02024862,0.008036218
AL157912.1,-0.207755652,0.918508176
DEGS2,0.143742057,0.943610596
AL133523.1,-1.281362572,0.484582734
YY1,0.300304679,0.009751847
AL157871.5,0.956181988,0.63798578
AL157871.6,0.35729852,0.846874763
SLC25A29,2.023650662,2.88717E-18
AL157871.1,0.081387147,0.968022091
SLC25A47,0.071292599,0.971993489
WARS,0.487816321,0.006816595
AL157871.4,0.826183785,0.675713182
AL157871.3,0.193396737,0.90436428
WDR25,0.528797897,0.01125804
AL135838.1,0.231788327,0.909122838
BEGAIN,0.426957215,0.833578191
DLK1,-0.02555087,0.989969652
RTL1,0.101655995,0.960093005
MEG8,-0.886725026,0.647863242
AL359682.1,0.161321332,0.936673175
DIO3OS,0.039574407,0.984467512
DIO3,0.171300389,0.913621526
LINC02320,0.129014086,0.949365026
AL355032.1,-0.277983176,0.759935594
PPP2R5C,0.858338041,9.25009E-18
AL137779.2,0.009017363,0.996460265
AL118558.3,-0.13780029,0.945951299
AL118558.4,0.238636457,0.906450999
DYNC1H1,1.068423674,4.57689E-18
AL118558.1,0.078340289,0.969243138
HSP90AA1,1.860772105,5.37658E-13
WDR20,1.253984998,1.13385E-12
MOK,2.54594674,4.85178E-06
ZNF839,1.866935494,1.09707E-09
CINP,-0.05440331,0.931470928
TECPR2,1.526855919,2.69137E-17
ANKRD9,-0.447009216,0.410807719
LINC02323,0.439984659,0.828533643
RCOR1,1.858833531,2.42996E-55
TRAF3,1.987822677,8.87418E-29
AMN,0.482164314,0.812453113
CDC42BPB,1.692173386,5.68534E-39
AL117209.1,0.071204391,0.972020752
RPL13P6,-0.018191903,0.99285413
EXOC3L4,-0.188093973,0.926209611
TNFAIP2,-0.488856686,0.797212801
AL138976.2,-0.239429788,0.90620838
EIF5,-1.719052554,1.83199E-36
RPSAP5,-0.353006336,0.844838615
MARK3,1.429891739,1.83013E-38
RPL10AP1,0.114216017,0.955188149
CKB,0.134567247,0.944140442
AL133367.1,0.049554567,0.980549091
TRMT61A,-0.408444561,0.707807228
AL139300.2,0.081387147,0.968022091
BAG5,-0.025471365,0.929968889
KLC1,1.433958034,9.62961E-37
APOPT1,1.664267562,0.000752789
AL139300.1,1.448116446,6.89999E-26
AL049840.5,-0.033449553,0.986870466
AL049840.3,-0.004162165,0.99836605
AL049840.4,0.860750146,0.66583168
XRCC3,0.564881342,0.138406549
ZFYVE21,1.090045385,4.81343E-05
PPP1R13B,1.641728349,1.53142E-25
AL049840.6,0.323930463,0.873295094
LINC00637,0.269432353,0.894493017
AL132712.1,-0.024233653,0.990480062
C14orf2,-0.382102435,0.197923874
TDRD9,-0.083790171,0.96711998
ASPG,1.119731773,0.541976531
AL359399.1,-0.023512236,0.990760522
KIF26A,0.636358256,0.231104523
C14orf144,0.820648113,0.680488556
TMEM179,0.363949786,0.857837191
LINC02280,0.161321332,0.936673175
AL583722.1,-0.175027837,0.931329856
INF2,1.167334451,5.17427E-12
ADSSL1,0.808312081,0.49810909
SIVA1,-0.597632815,0.004809195
AL583722.2,-0.347372765,0.864202951
AKT1,0.709419376,1.86484E-09
ZBTB42,-0.068129999,0.961924024
LINC00638,0.299445109,0.882846355
AL590326.1,0.161321332,0.936673175
RPS2P4,-1.275207374,0.040029062
AL583810.1,0.441646539,0.827896393
CEP170B,1.456592604,6.38972E-10
PLD4,-0.023971672,0.990579639
AHNAK2,1.22230511,0.047973025
C14orf79,0.535879021,0.743454904
CDCA4,-0.093025428,0.676552515
GPR132,0.284535292,0.888641892
LINC02298,0.25846467,0.898805634
JAG2,1.54827414,0.010867522
AL512356.1,1.385033667,0.040100667
NUDT14,0.973147203,0.402123139
BRF1,1.811701379,1.51284E-17
BTBD6,-0.039641031,0.950946212
PACS2,1.500416674,1.62202E-36
AL928654.5,0.817351078,0.687747469
AL928654.1,0.504319594,0.803928331
TEX22,1.399847247,2.12562E-06
AL928654.2,-0.081552195,0.967985221
MTA1,1.204759175,6.1111E-14
AL928654.3,0.169449543,0.933490521
CRIP2,0.620820637,0.744400569
CRIP1,0.291886297,0.885806877
AL928654.4,0.244457287,0.90291802
C14orf80,-0.523297672,0.538607815
AC246787.1,-0.499314732,0.055030971
CR383658.2,0.071204391,0.972020752
CR383656.11,0.085684197,0.96633496
ARHGAP42P5,0.195780098,0.923251681
CR383656.6,0.075138483,0.970483504
CR383656.2,0.038349464,0.982916722
CR383656.9,0.339553783,0.86728243
CR383656.5,0.050502807,0.980175528
NF1P10,0.071204391,0.972020752
AL929601.4,0.210350649,0.917516665
NF1P7,0.063327172,0.97512046
POTEM,0.047845437,0.981209194
AL589182.1,0.049596137,0.980530355
DUXAP9,-0.099872906,0.960787664
AL589743.4,0.094223561,0.963018914
AL589182.2,0.058596306,0.976994812
AL589743.5,-0.015161641,0.994054392
DUXAP10,0.033542582,0.986827752
LINC01297,0.08644236,0.966073292
POTEG,0.024488503,0.990383725
AL512310.12,0.172392044,0.932403144
AL512310.4,0.047264581,0.981437578
AL512310.6,0.102669499,0.959689787
AL512310.7,0.396082456,0.810642362
ARHGAP42P4,0.306270945,0.880223627
OR4N2,0.344368375,0.86535721
OR4K1,-0.023971672,0.990579639
OR11G2,-0.023971672,0.990579639
OR11H4,0.081387147,0.968022091
TTC5,-0.391367819,0.246731173
AL356019.2,-0.10825778,0.95751634
CCNB1IP1,-1.849129183,1.75439E-21
AL355075.4,-2.518028216,9.04173E-08
PARP2,0.980110872,0.000274141
TEP1,1.055743201,3.80139E-09
KLHL33,0.04422581,0.9826323
AL355075.5,-0.1155662,0.954622153
OSGEP,0.855694958,0.016271759
APEX1,1.158514552,7.70177E-10
TMEM55B,-0.005708378,0.985599235
PNP,0.418889936,0.405961488
AL355075.3,0.071204391,0.972020752
RNASE10,0.085684197,0.96633496
PTCD2P1,-0.097423031,0.961752073
AL163195.3,-4.090753432,6.64471E-05
RNASE11,-4.090753432,6.64471E-05
RNASE4,-2.36572277,0.134776433
ANG,-0.064991488,0.974489021
AL163636.2,-0.092610036,0.963661224
AL163636.1,0.27944661,0.890569096
RANBP20P,0.305200866,0.770105243
EDDM3A,-0.323065344,0.873662344
EDDM3B,-0.256380696,0.899614264
RNASE6,-0.432793824,0.831313923
RNASE1,0.69825398,0.731119403
AL133371.3,0.231788327,0.909122838
AL355922.5,0.380205314,0.851618788
AL355922.4,0.397959706,0.844688357
AL355922.3,0.13433046,0.947283005
METTL17,0.485489963,0.074072777
AL355922.2,-0.192905013,0.924336906
SLC39A2,-0.330649621,0.870698417
NDRG2,1.862869136,0.023635548
TPPP2,-1.373804325,0.429271652
AL161668.3,-0.236451051,0.907384047
ARHGEF40,0.476368444,0.437983748
ZNF219,0.391231344,0.049044716
TMEM253,-0.190421927,0.925356227
SMARCE1P3,0.432396042,0.826943731
LINC00641,-0.164291396,0.791622438
HNRNPC,-0.077300266,0.350821613
RPGRIP1,0.073277648,0.971242646
SUPT16H,0.707423569,1.54089E-08
CHD8,0.052740062,0.592106579
RAB2B,0.810056215,0.0105573
TOX4,0.278211546,0.080434206
METTL3,1.024245317,8.93389E-06
SALL2,0.693012312,0.013631924
RBBP4P5,0.028499442,0.986626504
OR10G3,0.085684197,0.96633496
AC243972.2,0.490563273,0.80931052
UBE2NP1,0.462465569,0.793011136
AC243972.3,0.28469812,0.888558031
RPL4P1,-0.042415223,0.983344762
TRAV29DV5,0.662334103,0.74451506
AC244502.1,-0.08196072,0.967828682
TRAJ10,-0.023512236,0.990760522
TRAC,-0.218632604,0.914259612
DAD1,0.255756499,0.230848342
AC243965.2,0.172895188,0.932141697
ABHD4,1.031382471,0.005189639
OR6J1,0.33071232,0.87069681
AL160314.1,-0.020691235,0.99187085
AL160314.2,0.577177836,0.759601086
OXA1L,0.212302684,0.386032083
SLC7A7,-0.01607801,0.97923152
MRPL52,0.184865724,0.581414667
MMP14,0.910201658,0.262013877
LRP10,0.607036374,0.014753935
REM2,0.051172542,0.97991548
RBM23,0.138385946,0.6023023
PRMT5-AS1,-0.025931152,0.989818525
PRMT5,0.598717797,0.011169271
AL132780.1,-2.077417643,0.134968726
HAUS4,0.454240317,0.37644729
AL132780.3,0.174430243,0.292478916
AJUBA,-0.055775729,0.828036596
AL132780.2,0.286605827,0.885314705
C14orf93,0.442118324,0.652953231
AL132780.5,-0.023594959,0.990731224
PSMB5,-0.07843657,0.671791609
CDH24,0.907877534,0.020505732
ACIN1,1.245648025,5.14363E-22
C14orf119,-0.742671426,0.008853495
AL117258.1,0.071204391,0.972020752
CEBPE,-0.02432812,0.990439294
SLC7A8,1.295940267,3.28333E-05
RNF212B,0.299406154,0.882887797
HOMEZ,-0.167251526,0.502245626
AL049829.3,-0.112387526,0.955868242
PPP1R3E,1.67869086,0.14646391
BCL2L2,0.590294191,0.305887563
BCL2L2-PABPN1,1.05698244,1.80216E-07
PABPN1,1.074845119,2.64157E-06
SLC22A17,1.342670794,0.041654878
EFS,0.142992368,0.630045658
MYH6,0.163177831,0.935976626
MYH7,0.081387147,0.968022091
NGDN,0.614760073,0.085025921
ZFHX2-AS1,0.530499992,0.733483688
ZFHX2,1.418348857,0.083366901
AL135999.2,0.085684197,0.96633496
THTPA,-0.214386132,0.916379825
AP1G2,1.374854499,6.46983E-11
AL135999.1,0.105006384,0.958795001
JPH4,-0.225893044,0.911425108
DHRS2,-0.071630781,0.971888491
LINC00596,0.060780888,0.976136458
DHRS4-AS1,0.263545598,0.812606091
DHRS4,0.021458024,0.979013658
DHRS4L2,0.521604235,0.749199555
DHRS4L1,-0.072542255,0.97152858
CARMIL3,0.032803289,0.987115163
NRL,1.368671029,0.468282579
PCK2,0.586664466,0.559346226
DCAF11,0.111284454,0.689770102
AL136295.3,-0.209329146,0.733471034
FITM1,0.212806198,0.916571333
PSME1,-0.174140412,0.460963936
EMC9,0.278959949,0.633077609
AL136295.2,0.085684197,0.96633496
PSME2,0.206108451,0.755868024
RNF31,0.707375307,0.014586181
AL136295.5,0.833953856,0.018739935
IRF9,0.621902612,0.504819664
REC8,1.42932487,0.287464353
IPO4,-0.021820368,0.946563109
AL136295.4,0.101476232,0.756073184
TM9SF1,0.60231157,0.384900079
AL136295.1,1.128493121,0.000378823
AL136295.6,0.172895188,0.932141697
AL136295.7,-0.015874653,0.993763779
TSSK4,0.098476437,0.961338446
CHMP4A,0.900840584,0.574988077
AL096870.2,0.74314389,0.570706335
MDP1,0.009504023,0.996291614
NEDD8-MDP1,0.780106033,0.019664229
NEDD8,0.900751794,0.011546637
GMPR2,-0.261796204,0.527417426
TINF2,0.29361372,0.538104097
TGM1,0.283408516,0.738600722
RABGGTA,0.315695012,0.597916266
DHRS1,0.851953291,0.453005473
NOP9,1.138331824,1.38134E-05
CIDEB,0.085684197,0.96633496
LTB4R2,0.581739037,0.358191414
LTB4R,2.106168263,0.036646987
ADCY4,0.393156026,0.846609274
AL096870.1,0.140319407,0.944914655
RIPK3,0.0222104,0.991279509
NFATC4,1.62799963,2.01851E-10
NYNRIN,0.897990384,0.000110675
CBLN3,-0.114552884,0.955051562
KHNYN,0.421825089,0.003144052
SDR39U1,0.159644346,0.716907271
AL132800.1,-0.118610503,0.953468532
AL136018.1,0.110512898,0.956636299
STXBP6,0.339793263,0.129913968
HMGN2P6,0.048178288,0.979794167
